sample_year,analysis_value,,,,,,
1997,121.24,,,,,,
1997,119.94,,,,,,
1998,120.87,,,,,,
1998,122.43,,,,,,
1998,124.67,,,,,,
1998,123.77,,,,,,
1998,104.51,,,,,,
1998,241.19,,,,,,
1998,105.22,,,,,,
1998,104.43,,,,,,
1998,117.88,,,,,,
1998,117.9,,,,,,
1998,121.9,,,,,,
1998,121.65,,,,,,
1998,108.04,,,,,,
1998,107.43,,,,,,
1998,111.75,,,,,,
1998,108.81,,,,,,
1998,127.23,,,,,,
1998,127.25,,,,,,
1998,131.38,,,,,,
1998,129.88,,,,,,
1998,119.83,,,,,,
1998,121.04,,,,,,
1998,129.65,,,,,,
1998,127.27,,,,,,
1998,96.24,,,,,,
1998,95.07,,,,,,
1998,99.36,,,,,,
1998,98.53,,,,,,
1998,102.12,,,,,,
1998,102.88,,,,,,
1998,105.99,,,,,,
1998,105.06,,,,,,
1998,110.41,,,,,,
1998,109.78,,,,,,
1998,113.56,,,,,,
1998,113.57,,,,,,
1998,138.66,,,,,,
1998,136.93,,,,,,
1998,135.29,,,,,,
1998,132.72,,,,,,
1998,99.82,,,,,,
1998,99.47,,,,,,
1998,103.28,,,,,,
1998,102.72,,,,,,
1998,172.52,,,,,,
1998,172.65,,,,,,
1998,183.73,,,,,,
1998,183.07,,,,,,
1998,167.44,,,,,,
1998,167.37,,,,,,
1998,170.92,,,,,,
1998,170.38,,,,,,
1998,161.54,,,,,,
1998,161.88,,,,,,
1998,180.39,,,,,,
1998,178.59,,,,,,
1998,141.38,,,,,,
1998,142.65,,,,,,
1998,144.55,,,,,,
1998,144.16,,,,,,
1998,141.38,,,,,,
1998,140.6,,,,,,
1998,145.92,,,,,,
1998,145.47,,,,,,
1998,130.47,,,,,,
1998,129.12,,,,,,
1998,136.46,,,,,,
1998,135.74,,,,,,
1998,142.28,,,,,,
1998,142.43,,,,,,
1998,150.11,,,,,,
1998,148.7,,,,,,
1998,126.35,,,,,,
1998,126.01,,,,,,
1998,138.03,,,,,,
1998,137.36,,,,,,
1998,108.04,,,,,,
1998,108,,,,,,
1998,116.08,,,,,,
1998,112.93,,,,,,
1998,114.1,,,,,,
1998,115.1,,,,,,
1998,119.22,,,,,,
1998,118.62,,,,,,
1998,111.79,,,,,,
1998,111.57,,,,,,
1998,118.35,,,,,,
1998,116.64,,,,,,
1998,108.33,,,,,,
1998,108.5,,,,,,
1998,111.65,,,,,,
1998,108.52,,,,,,
1998,136.37,,,,,,
1998,136.07,,,,,,
1998,132.13,,,,,,
1998,133.01,,,,,,
1998,103.65,,,,,,
1998,104.05,,,,,,
1998,109.75,,,,,,
1998,108.84,,,,,,
1998,89.76,,,,,,
1998,89.75,,,,,,
1998,96.84,,,,,,
1998,96.79,,,,,,
1998,89.86,,,,,,
1998,89.77,,,,,,
1998,94.25,,,,,,
1998,91.84,,,,,,
1998,78.47,,,,,,
1998,78.21,,,,,,
1998,83.92,,,,,,
1998,83.82,,,,,,
1998,81.38,,,,,,
1998,79.38,,,,,,
1998,83.1,,,,,,
1998,109.77,,,,,,
1998,85.33,,,,,,
1998,83.89,,,,,,
1998,82.68,,,,,,
1998,84.37,,,,,,
1998,72.03,,,,,,
1998,75.02,,,,,,
1998,79.31,,,,,,
1998,78.82,,,,,,
1998,70.81,,,,,,
1998,70.75,,,,,,
1998,74.63,,,,,,
1998,73,,,,,,
1998,65.86,,,,,,
1998,66.6,,,,,,
1998,71.26,,,,,,
1998,69.41,,,,,,
1998,77.66,,,,,,
1998,77.65,,,,,,
1998,83.06,,,,,,
1998,80.83,,,,,,
1998,84.43,,,,,,
1998,82.56,,,,,,
1998,87.82,,,,,,
1998,87.01,,,,,,
1998,68.94,,,,,,
1998,69.86,,,,,,
1998,71.67,,,,,,
1998,74.93,,,,,,
1998,71.3,,,,,,
1998,70.8,,,,,,
1998,76.25,,,,,,
1998,75.81,,,,,,
1998,89.57,,,,,,
1998,90.84,,,,,,
1998,89.17,,,,,,
1998,88.57,,,,,,
1998,87.6,,,,,,
1998,88.23,,,,,,
1998,91.43,,,,,,
1998,91.59,,,,,,
1998,80.41,,,,,,
1998,79.36,,,,,,
1998,83.68,,,,,,
1998,83.76,,,,,,
1998,93.95,,,,,,
1998,94.46,,,,,,
1998,98.44,,,,,,
1998,98.42,,,,,,
1998,93.85,,,,,,
1998,94.06,,,,,,
1998,96.49,,,,,,
1998,95.74,,,,,,
1998,106.62,,,,,,
1998,106.85,,,,,,
1998,112.04,,,,,,
1998,110.12,,,,,,
1998,93.86,,,,,,
1998,96.99,,,,,,
1998,95.25,,,,,,
1998,98.09,,,,,,
1998,97.33,,,,,,
1998,96.82,,,,,,
1998,97.97,,,,,,
